CIE;DESCRIPCION
R871;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE HORMONAS
R872;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS.
R873;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL
R874;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS INMUNOLOGICOS ANORMALES
R875;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO
R876;HALLAZGOS ANORMALES.EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU
R877;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS HISTOLOGICOS ANORMALES
R878;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES
R879;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS ANORMALES, NO ESPECIFICADOS
R89;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS
R890;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE ENZIMAS
R891;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE HORMONAS
R892;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
R893;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL
R894;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS INMUNOLOGICOS ANORMALES
R895;HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE OTROS ORGANOS , SISTEMAS Y TEJIDOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO
R896;HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU
R897;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS HISTOLOGICOS ANORMALES
R898;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES
R899;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS ANORMALES NO ESPECIFICADOS.
R90;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL
R900;LESION QUE OCUPA EL ESPACIO INTRACRANEAL
R908;OTROS HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL
R91X;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON
R92X;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA
R93;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R930;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA, NO CLASIFICADOS EN OTRA PARTE
R931;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CORAZON Y DE LA CIRCULACION CORONARIA
R932;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL HIGADO Y DE LAS VIAS BILIARES
R933;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DE LAS VIAS DIGESTIVAS
R934;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS ORGANOS URINARIOS
R935;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS REGIONES ABDOMINALES, INCLUIDO EL RETROPERITONEO
R936;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS MIEMBROS
R937;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DEL SISTEMA OSTEOMUSCULAR
R938;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO
R94;RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R940;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL
R941;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO PERIFERICO Y SENTIDOS ESPECIALES
R942;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL PULMON
R943;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES
R944;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL RIÑON
R945;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL HIGADO
R946;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES
R947;RESULTADOS ANORMALES EN OTROS ESTUDIOS FUNCIONALES ENDOCRINOS
R948;RESULTADOS ANORMALES EN LOS ESTUDIOS FUNCIONALES DE OTROS ORGANOS Y SISTEMAS
R95;SINDROME DE LA MUERTE SUBITA INFANTIL
R950;SINDROME DE LA MUERTE SUBITA INFANTIL, CON MENCION DE AUTOPSIA
R959;SINDROME DE LA MUERTE SUBITA INFANTIL, SIN MENCION DE AUTOPSIA
R95X;SINDROME DE LA MUERTE SUBITA INFANTIL
R96;OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA
R960;MUERTE INSTANTANEA
R961;MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS, NO EXPLICADA DE OTRA FORMA
R98X;MUERTE SIN ASISTENCIA
R99X;OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD
S00;TRAUMATISMO SUPERFICIAL DE LA CABEZA
S000;TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO
S001;CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR
S002;OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR
S003;TRAUMATISMO SUPERFICIAL DE LA NARIZ
S004;TRAUMATISMO SUPERFICIAL DEL OIDO
S005;TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL
S007;TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA
S008;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA
S009;TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA
S01;HERIDA DE LA CABEZA
S010;HERIDA DEL CUERO CABELLUDO
S011;HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR
S012;HERIDA DE LA NARIZ
S013;HERIDA DEL OIDO
S014;HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR
S015;HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL
S017;HERIDAS MULTIPLES DE LA CABEZA
S018;HERIDA DE OTRAS PARTES DE LA CABEZA
S019;HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA
S02;FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S020;FRACTURA DE LA BOVEDA DEL CRANEO
S021;FRACTURA DE LA BASE DEL CRANEO
S022;FRACTURA DE LOS HUESOS DE LA NARIZ
S023;FRACTURA DEL SUELO DE LA ORBITA
S024;FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR
S025;FRACTURA DE LOS DIENTES
S026;FRACTURA DEL MAXILAR INFERIOR
S027;FRACTURAS MULTIPLES QUE COMPROMETEN EL CRANEO Y LOS HUESOS DE LA CARA
S028;FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA
S029;FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA
S03;LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y DE LIGAMENTOS DE LA CABEZA
S030;LUXACION DEL MAXILAR
S031;LUXACION DEL CARTILAGO SEPTAL DE LA NARIZ
S032;LUXACION DE DIENTE
S033;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA
S034;ESGUINCES Y TORCEDURAS DEL MAXILAR
S035;ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA
S04;TRAUMATISMO DE NERVIOS CRANEALES
S040;TRAUMATISMO DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS
S041;TRAUMATISMO DEL NERVIO MOTOR OCULAR COMUN [III PAR]
S042;TRAUMATISMO DEL NERVIO PATETICO [IV PAR]
S043;TRAUMATISMO DEL NERVIO TRIGEMINO [V PAR]
S044;TRAUMATISMO DEL NERVIO MOTOR OCULAR EXTERNO [VI PAR]
S045;TRAUMATISMO DEL NERVIO FACIAL [VII PAR]
S046;TRAUMATISMO DEL NERVIO ACUSTICO [VIII PAR]
S047;TRAUMATISMO DEL NERVIO ESPINAL [XI PAR]
S048;TRAUMATISMO DE OTROS NERVIOS CRANEALES
S049;TRAUMATISMO DE NERVIOS CRANEALES, NO ESPECIFICADO
S05;TRAUMATISMO DEL OJO Y DE LA ORBITA
S050;TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRAÑO
S051;CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO
S052;LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR
S053;LACERACION OCULAR SIN PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR
S054;HERIDA PENETRANTE DE LA ORBITA CON O SIN CUERPO EXTRAÑO
S055;HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO
S056;HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO
S057;AVULSION DE OJO
S058;OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA
S059;TRAUMATISMO DEL OJO Y DE LA ORBITA, NO ESPECIFICADO
S06;TRAUMATISMO INTRACRANEAL
S060;CONCUSION
S061;EDEMA CEREBRAL TRAUMATICO
S062;TRAUMATISMO CEREBRAL DIFUSO
S063;TRAUMATISMO CEREBRAL FOCAL
S064;HEMORRAGIA EPIDURAL
S065;HEMORRAGIA SUBDURAL TRAUMATICA
S066;HEMORRAGIA SUBARACNOIDEA TRAUMATICA
S067;TRAUMATISMO INTRACRANEAL CON COMA PROLONGADO
S068;OTROS TRAUMATISMOS INTRACRANEALES
S069;TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO
S07;TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA
S070;TRAUMATISMO POR APLASTAMIENTO DE LA CARA
S071;TRAUMATISMO POR APLASTAMIENTO DEL CRANEO
S078;TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA
S079;TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA, PARTE NO ESPECIFICADA
S08;AMPUTACION TRAUMATICA DE PARTE DE LA CABEZA
S080;AVULSION DEL CUERO CABELLUDO
S081;AMPUTACION TRAUMATICA DE LA OREJA
S088;AMPUTACION TRAUMATICA DE OTRAS PARTES DE LA CABEZA
S089;AMPUTACION TRAUMATICA DE PARTE NO ESPECIFICADA DE LA CABEZA
S09;OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA CABEZA
S090;TRAUMATISMO DE LOS VASOS SANGUINEOS DE LA CABEZA NO CLASIFICADOS EN OTRA PARTE
S091;TRAUMATISMO DE TENDON Y MUSCULOS DE LA CABEZA
S092;RUPTURA TRAUMATICA DEL TIMPANO DEL OIDO
S097;TRAUMATISMOS MULTIPLES DE LA CABEZA
S098;OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS
S099;TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO
S10;TRAUMATISMO SUPERFICIAL DEL CUELLO
S100;CONTUSION DE LA GARGANTA
S101;OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA GARGANTA
S107;TRAUMATISMO SUPERFICIAL MULTIPLE DEL CUELLO
S108;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO
S109;TRAUMATISMO SUPERFICIAL DEL CUELLO, PARTE NO ESPECIFICADA
S11;HERIDA DEL CUELLO
S110;HERIDA QUE COMPROMETE LA LARINGE Y LA TRAQUEA
S111;HERIDA QUE COMPROMETE LA GLANDULA TIROIDES
S112;HERIDA QUE COMPROMETE LA FARINGE Y EL ESOFAGO CERVICAL
S117;HERIDAS MULTIPLES DEL CUELLO
S118;HERIDAS DE OTRAS PARTES DEL CUELLO
S119;HERIDA DE CUELLO, PARTE NO ESPECIFICADA
S12;FRACTURA DEL CUELLO
S120;FRACTURA DE LA PRIMERA VERTEBRA CERVICAL
S121;FRACTURA DE LA SEGUNDA VERTEBRA CERVICAL
S122;FRACTURA DE OTRAS VERTEBRAS CERVICALES ESPECIFICADAS
S127;FRACTURAS MULTIPLES DE COLUMNA CERVICAL
S128;FRACTURA DE OTRAS PARTES DEL CUELLO
S129;FRACTURA DEL CUELLO, PARTE NO ESPECIFICADA
S13;LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DEL CUELLO
S130;RUPTURA TRAUMATICA DE DISCO CERVICAL INTERVERTEBRAL
S131;LUXACION DE VERTEBRA CERVICAL
S132;LUXACIONES DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL CUELLO
S133;LUXACIONES MULTIPLES DEL CUELLO
S134;ESGUINCES Y TORCEDURAS DE LA COLUMNA CERVICAL
S135;ESGUINCES Y TORCEDURAS DE LA REGION TIROIDEA
S136;ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTROS SITIOS ESPECIFICADOS Y DE LOS NO ESPECIFICADOS DEL CUELLO
S14;TRAUMATISMO DE LA MEDULA ESPINAL Y DE NERVIOS A NIVEL DEL CUELLO
S140;CONCUSION Y EDEMA DE LA MEDULA ESPINAL CERVICAL
S141;OTROS TRAUMATISMOS DE LA MEDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS
S142;TRAUMATISMO DE RAIZ NERVIOSA DE COLUMNA CERVICAL
S143;TRAUMATISMO DEL PLEXO BRAQUIAL
S144;TRAUMATISMO DE NERVIOS PERIFERICOS DEL CUELLO
S145;TRAUMATISMO DE NERVIOS CERVICALES SIMPATICOS
S146;TRAUMATISMO DE OTROS NERVIOS Y DE LOS NO ESPECIFICADOS DEL CUELLO
S15;TRAUMATISMO DE VASOS SANGUINEOS A NIVEL DEL CUELLO
S150;TRAUMATISMO DE LA ARTERIA CAROTIDA
S151;TRAUMATISMO DE LA ARTERIA VERTEBRAL
S152;TRAUMATISMO DE LA VENA YUGULAR EXTERNA
S153;TRAUMATISMO DE LA VENA YUGULAR INTERNA
S157;TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL CUELLO
S158;TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL CUELLO
S159;TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS A NIVEL DEL CUELLO
S16X;TRAUMATISMO DE TENDON Y MUSCULOS A NIVEL DEL CUELLO
S17;TRAUMATISMO POR APLASTAMIENTO DEL CUELLO
S170;TRAUMATISMO POR APLASTAMIENTO DE LA LARINGE Y DE LA TRAQUEA
S178;TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL CUELLO
S179;TRAUMATISMO POR APLASTAMIENTO DEL CUELLO, PARTE NO ESPECIFICADA
S18X;AMPUTACION TRAUMATICA A NIVEL DEL CUELLO
S19;OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DEL CUELLO
S197;TRAUMATISMOS MULTIPLES DEL CUELLO
S198;OTROS TRAUMATISMOS DEL CUELLO, ESPECIFICADOS
S199;TRAUMATISMO DEL CUELLO, NO ESPECIFICADO
S20;TRAUMATISMO SUPERFICIAL DEL TORAX
S200;CONTUSION DE LA MAMA
S201;OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA MAMA
S202;CONTUSION DEL TORAX
S203;OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX
S204;OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX
S207;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX
S208;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX
S21;HERIDA DEL TORAX
S210;HERIDA DE LA MAMA
S211;HERIDA DE LA PARED ANTERIOR DEL TORAX
S212;HERIDA DE LA PARED POSTERIOR DEL TORAX
S217;HERIDA MULTIPLE DE LA PARED TORACICA
S218;HERIDA DE OTRAS PARTES DEL TORAX
S219;HERIDA DEL TORAX, PARTE NO ESPECIFICADA
S22;FRACTURA DE LAS COSTILLAS, DEL ESTERNON Y DE LA COLUMNA TORACICA [DORSAL]
S220;FRACTURA DE VERTEBRA TORACICA
S221;FRACTURAS MULTIPLES DE COLUMNA TORACICA
S222;FRACTURA DEL ESTERNON
S223;FRACTURA DE COSTILLA
S224;FRACTURAS MULTIPLES DE COSTILLAS
S225;TORAX AZOTADO
S228;FRACTURA DE OTRAS PARTES DEL TORAX OSEO
S229;FRACTURA DEL TORAX OSEO, PARTE NO ESPECIFICADA
S23;LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DEL TORAX
S230;RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL TORACICO
S231;LUXACION DE VERTEBRA TORACICA
S232;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX
S233;ESGUINCES Y TORCEDURAS DE COLUMNA TORACICA
S234;ESGUINCES Y TORCEDURAS DE COSTILLAS Y ESTERNON
S235;ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX
S24;TRAUMATISMO DE NERVIOS Y DE LA MEDULA ESPINAL A NIVEL DEL TORAX
S240;CONCUSION Y EDEMA DE LA MEDULA ESPINAL TORACICA
S241;OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA MEDULA ESPINAL TORACICA
S242;TRAUMATISMO DE RAICES NERVIOSAS DE LA COLUMNA TORACICA
S243;TRAUMATISMO DE NERVIOS PERIFERICOS DEL TORAX
S244;TRAUMATISMO DE NERVIOS SIMPATICOS TORACICOS
S245;TRAUMATISMO DE OTROS NERVIOS DEL TORAX
S246;TRAUMATISMO DE NERVIO NO ESPECIFICADO DEL TORAX
S25;TRAUMATISMO DE VASOS SANGUINEOS DEL TORAX
S250;TRAUMATISMO DE LA AORTA TORACICA
S251;TRAUMATISMO DE LA ARTERIA INNOMINADA O SUBCLAVIA
S252;TRAUMATISMO DE VENA CAVA SUPERIOR
S253;TRAUMATISMO DE LA VENA INNOMINADA O SUBCLAVIA
S254;TRAUMATISMO DE VASOS SANGUINEOS PULMONARES
S255;TRAUMATISMO DE VASOS SANGUINEOS INTERCOSTALES
S257;TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS DEL TORAX
S258;TRAUMATISMO DE OTROS VASOS SANGUINEOS DEL TORAX
S259;TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DEL TORAX
S26;TRAUMATISMO DEL CORAZON
S260;TRAUMATISMO DEL CORAZON CON HEMOPERICARDIO
S268;OTROS TRAUMATISMOS DEL CORAZON
S269;TRAUMATISMO DEL CORAZON, NO ESPECIFICADO
S27;TRAUMATISMO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADOS
S270;NEUMOTORAX TRAUMATICO
S271;HEMOTORAX TRAUMATICO
S272;HEMONEUMOTORAX TRAUMATICO
S273;OTROS TRAUMATISMOS DEL PULMON
S274;TRAUMATISMO DE LOS BRONQUIOS
S275;TRAUMATISMO DE LA TRAQUEA TORACICA
S276;TRAUMATISMO DE LA PLEURA
S277;TRAUMATISMOS MULTIPLES DE ORGANOS INTRATORACICOS
S278;TRAUMATISMO DE OTROS ORGANOS INTRATORACICOS, ESPECIFICADOS
S279;TRAUMATISMO DE ORGANO INTRATORACICO, NO ESPECIFICADO
S28;TRAUMATISMO POR APLASTAMIENTO DEL TORAX Y AMPUTACION TRAUMATICA DE PARTE DEL TORAX
S280;APLASTAMIENTO DEL TORAX
S281;AMPUTACION TRAUMATICA DE PARTE DEL TORAX
S29;OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DEL TORAX
S290;TRAUMATISMO DE TENDON Y MUSCULOS A NIVEL DEL TORAX
S297;TRAUMATISMOS MULTIPLES DEL TORAX
S298;OTROS TRAUMATISMOS DEL TORAX, ESPECIFICADOS
S299;TRAUMATISMO DEL TORAX, NO ESPECIFICADO
S30;TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S300;CONTUSION DE LA REGION LUMBOSACRA Y DE LA PELVIS
S301;CONTUSION DE LA PARED ABDOMINAL
S302;CONTUSION DE ORGANOS GENITALES EXTERNOS
S307;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S308;OTROS TRAUMATISMOS SUPERFICIALES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S309;TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA
S31;HERIDA DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S310;HERIDA DE LA REGION LUMBOSACRA Y DE LA PELVIS
S311;HERIDA DE LA PARED ABDOMINAL
S312;HERIDA DEL PENE
S313;HERIDA DEL ESCROTO Y DE LOS TESTICULOS
S314;HERIDA DE LA VAGINA Y DE LA VULVA
S315;HERIDA DE OTROS ORGANOS GENITALES EXTERNOS Y DE LOS NO ESPECIFICADOS
S317;HERIDAS MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S318;HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
S32;FRACTURA DE LA COLUMNA LUMBAR Y DE LA PELVIS
S320;FRACTURA DE VERTEBRA LUMBAR
S321;FRACTURA DEL SACRO
S322;FRACTURA DEL COCCIX
S323;FRACTURA DEL HUESO ILIACO
S324;FRACTURA DEL ACETABULO
S325;FRACTURA DEL PUBIS
S327;FRACTURAS MULTIPLES DE LA COLUMNA LUMBAR Y DE LA PELVIS
S328;FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
S33;LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DE LA COLUMNA LUMBAR Y DE LA PELVIS
S330;RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL LUMBAR
S331;LUXACION DE VERTEBRA LUMBAR
S332;LUXACION DE ARTICULACION SACROCOCCIGEA Y SACROILIACA
S333;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
S334;RUPTURA TRAUMATICA DE LA SINFISIS DEL PUBIS
S335;ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR
S336;ESGUINCES Y TORCEDURAS DE LA ARTICULACION SACROILIACA
S337;ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LA NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
S34;TRAUMATISMO DE LOS NERVIOS Y DE LA MEDULA ESPINAL LUMBAR, A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S340;CONCUSION Y EDEMA DE LA MEDULA ESPINAL LUMBAR
S341;OTRO TRAUMATISMO DE LA MEDULA ESPINAL LUMBAR
S342;TRAUMATISMO DE RAIZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA
S343;TRAUMATISMO DE LA COLA DE CABALLO
S344;TRAUMATISMO DEL PLEXO LUMBOSACRO
S345;TRAUMATISMO DE NERVIOS(S) SIMPATICO(S) LUMBAR(ES),SACRO(S) Y PELVICO(S)
S346;TRAUMATISMO DE NERVIO(S) PERIFERICO(S) DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S348;TRAUMATISMO DE OTROS NERVIOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS Y DE LOS NO ESPECIFICADOS
S35;TRAUMATISMO DE VASOS SANGUINEOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S350;TRAUMATISMO DE LA AORTA ABDOMINAL
S351;TRAUMATISMO DE LA VENA CAVA INFERIOR
S352;TRAUMATISMO DE ARTERIAS CELIACAS Y MESENTERICAS
S353;TRAUMATISMO DE VENAS PORTA Y ESPLENICA
S354;TRAUMATISMO DE VASOS SANGUINEOS RENALES
S355;TRAUMATISMO DE VASOS SANGUINEOS ILIACOS
S357;TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S358;TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S359;TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS
S36;TRAUMATISMO DE ORGANOS INTRAABDOMINALES
S360;TRAUMATISMO DEL BAZO
S361;TRAUMATISMO DEL HIGADO Y DE LA VESICULA BILIAR
S362;TRAUMATISMO DEL PANCREAS
S363;TRAUMATISMO DEL ESTOMAGO
S364;TRAUMATISMO DEL INTESTINO DELGADO
S365;TRAUMATISMO DEL COLON
S366;TRAUMATISMO DEL RECTO
S367;TRAUMATISMO DE MULTIPLES ORGANOS INTRAABDOMINALES
S368;TRAUMATISMO DE OTROS ORGANOS INTRAABDOMINALES
